TipusCasData,RegioSanitariaDescripcio,EdatRang,Total
2020-08-15,METROPOLITANA NORD,90+,2
2020-08-16,CATALUNYA CENTRAL,0-9,2
2020-08-16,CATALUNYA CENTRAL,50-59,2
2020-08-16,CATALUNYA CENTRAL,30-39,2
2020-08-16,CATALUNYA CENTRAL,70-79,1
2020-08-16,CATALUNYA CENTRAL,20-29,1
2020-08-16,CATALUNYA CENTRAL,80-89,1
2020-08-16,CAMP DE TARRAGONA,50-59,10
2020-08-16,CAMP DE TARRAGONA,40-49,7
2020-08-16,CAMP DE TARRAGONA,70-79,5
2020-08-16,CAMP DE TARRAGONA,90+,1
2020-08-16,CAMP DE TARRAGONA,30-39,10
2020-08-16,CAMP DE TARRAGONA,20-29,11
2020-08-16,CAMP DE TARRAGONA,80-89,3
2020-08-16,CATALUNYA CENTRAL,40-49,3
2020-08-16,GIRONA,0-9,6
2020-08-16,CAMP DE TARRAGONA,10-19,2
2020-08-16,GIRONA,20-29,7
2020-08-16,GIRONA,30-39,4
2020-08-16,GIRONA,40-49,9
2020-08-16,GIRONA,70-79,2
2020-08-16,GIRONA,10-19,8
2020-08-16,GIRONA,60-69,2
2020-08-16,GIRONA,50-59,3
2020-08-16,CATALUNYA CENTRAL,10-19,2
2020-08-16,CAMP DE TARRAGONA,0-9,5
2020-08-16,BARCELONA CIUTAT,30-39,14
2020-08-16,BARCELONA CIUTAT,20-29,16
2020-08-16,BARCELONA CIUTAT,50-59,6
2020-08-16,BARCELONA CIUTAT,40-49,13
2020-08-16,BARCELONA CIUTAT,70-79,5
2020-08-16,BARCELONA CIUTAT,60-69,12
2020-08-16,BARCELONA CIUTAT,10-19,1
2020-08-16,ALT PIRINEU I ARAN,50-59,1
2020-08-16,ALT PIRINEU I ARAN,40-49,1
2020-08-16,ALT PIRINEU I ARAN,10-19,1
2020-08-16,BARCELONA CIUTAT,90+,2
2020-08-16,BARCELONA CIUTAT,0-9,8
2020-08-16,CAMP DE TARRAGONA,60-69,4
2020-08-16,BARCELONA CIUTAT,80-89,2
2020-08-16,METROPOLITANA SUD,60-69,7
2020-08-16,LLEIDA,80-89,4
2020-08-16,METROPOLITANA SUD,50-59,5
2020-08-16,METROPOLITANA SUD,40-49,11
2020-08-16,METROPOLITANA SUD,0-9,5
2020-08-16,METROPOLITANA SUD,30-39,4
2020-08-16,METROPOLITANA NORD,0-9,16
2020-08-16,METROPOLITANA NORD,10-19,29
2020-08-16,METROPOLITANA SUD,80-89,5
2020-08-16,METROPOLITANA NORD,50-59,19
2020-08-16,METROPOLITANA NORD,80-89,1
2020-08-16,METROPOLITANA NORD,30-39,28
2020-08-16,METROPOLITANA NORD,40-49,33
2020-08-16,TERRES DE L'EBRE,50-59,1
2020-08-16,METROPOLITANA SUD,10-19,3
2020-08-16,TERRES DE L'EBRE,40-49,2
2020-08-16,METROPOLITANA SUD,20-29,7
2020-08-16,METROPOLITANA SUD,70-79,2
2020-08-16,METROPOLITANA NORD,20-29,24
2020-08-16,LLEIDA,70-79,4
2020-08-16,LLEIDA,40-49,8
2020-08-16,LLEIDA,50-59,4
2020-08-16,LLEIDA,60-69,4
2020-08-16,LLEIDA,0-9,3
2020-08-16,LLEIDA,20-29,3
2020-08-16,LLEIDA,10-19,4
2020-08-16,LLEIDA,30-39,5
2020-08-16,METROPOLITANA NORD,70-79,4
2020-08-16,METROPOLITANA NORD,60-69,22
2020-08-16,METROPOLITANA NORD,90+,2
2020-08-17,CATALUNYA CENTRAL,10-19,3
2020-08-17,CATALUNYA CENTRAL,30-39,7
2020-08-17,CATALUNYA CENTRAL,50-59,8
2020-08-17,CATALUNYA CENTRAL,70-79,3
2020-08-17,CATALUNYA CENTRAL,60-69,4
2020-08-17,CATALUNYA CENTRAL,40-49,11
2020-08-17,CATALUNYA CENTRAL,20-29,10
2020-08-17,CATALUNYA CENTRAL,0-9,3
2020-08-17,CAMP DE TARRAGONA,30-39,18
2020-08-17,CAMP DE TARRAGONA,10-19,9
2020-08-17,CAMP DE TARRAGONA,70-79,3
2020-08-17,CAMP DE TARRAGONA,40-49,22
2020-08-17,GIRONA,30-39,22
2020-08-17,GIRONA,50-59,18
2020-08-17,CAMP DE TARRAGONA,60-69,7
2020-08-17,LLEIDA,20-29,21
2020-08-17,GIRONA,90+,2
2020-08-17,GIRONA,60-69,3
2020-08-17,GIRONA,40-49,16
2020-08-17,GIRONA,70-79,5
2020-08-17,GIRONA,0-9,2
2020-08-17,GIRONA,20-29,16
2020-08-17,GIRONA,10-19,6
2020-08-17,GIRONA,80-89,1
2020-08-17,BARCELONA CIUTAT,10-19,24
2020-08-17,CAMP DE TARRAGONA,50-59,13
2020-08-17,BARCELONA CIUTAT,20-29,68
2020-08-17,BARCELONA CIUTAT,70-79,12
2020-08-17,BARCELONA CIUTAT,90+,7
2020-08-17,BARCELONA CIUTAT,40-49,57
2020-08-17,LLEIDA,50-59,16
2020-08-17,BARCELONA CIUTAT,0-9,21
2020-08-17,BARCELONA CIUTAT,50-59,44
2020-08-17,BARCELONA CIUTAT,30-39,60
2020-08-17,ALT PIRINEU I ARAN,20-29,2
2020-08-17,ALT PIRINEU I ARAN,30-39,2
2020-08-17,ALT PIRINEU I ARAN,60-69,3
2020-08-17,ALT PIRINEU I ARAN,40-49,2
2020-08-17,ALT PIRINEU I ARAN,50-59,2
2020-08-17,ALT PIRINEU I ARAN,10-19,1
2020-08-17,CAMP DE TARRAGONA,20-29,13
2020-08-17,CAMP DE TARRAGONA,0-9,2
2020-08-17,BARCELONA CIUTAT,80-89,13
2020-08-17,BARCELONA CIUTAT,60-69,19
2020-08-17,LLEIDA,30-39,24
2020-08-17,METROPOLITANA SUD,30-39,39
2020-08-17,METROPOLITANA SUD,70-79,11
2020-08-17,METROPOLITANA SUD,10-19,25
2020-08-17,METROPOLITANA SUD,40-49,40
2020-08-17,METROPOLITANA SUD,50-59,24
2020-08-17,METROPOLITANA SUD,80-89,7
2020-08-17,METROPOLITANA SUD,60-69,14
2020-08-17,METROPOLITANA SUD,0-9,13
2020-08-17,METROPOLITANA SUD,20-29,49
2020-08-17,METROPOLITANA NORD,50-59,57
2020-08-17,METROPOLITANA NORD,20-29,78
2020-08-17,METROPOLITANA NORD,90+,2
2020-08-17,LLEIDA,60-69,6
2020-08-17,TERRES DE L'EBRE,0-9,3
2020-08-17,TERRES DE L'EBRE,80-89,1
2020-08-17,TERRES DE L'EBRE,50-59,2
2020-08-17,TERRES DE L'EBRE,30-39,5
2020-08-17,TERRES DE L'EBRE,40-49,3
2020-08-17,TERRES DE L'EBRE,60-69,1
2020-08-17,TERRES DE L'EBRE,10-19,1
2020-08-17,METROPOLITANA NORD,0-9,27
2020-08-17,TERRES DE L'EBRE,20-29,3
2020-08-17,METROPOLITANA SUD,90+,3
2020-08-17,TERRES DE L'EBRE,70-79,1
2020-08-17,METROPOLITANA NORD,80-89,10
2020-08-17,METROPOLITANA NORD,40-49,74
2020-08-17,METROPOLITANA NORD,70-79,19
2020-08-17,METROPOLITANA NORD,60-69,31
2020-08-17,METROPOLITANA NORD,30-39,64
2020-08-17,METROPOLITANA NORD,10-19,30
2020-08-17,LLEIDA,40-49,35
2020-08-17,LLEIDA,80-89,2
2020-08-17,LLEIDA,0-9,3
2020-08-17,LLEIDA,10-19,9
2020-08-17,LLEIDA,70-79,9
2020-08-18,CATALUNYA CENTRAL,60-69,11
2020-08-18,CATALUNYA CENTRAL,80-89,4
2020-08-18,CATALUNYA CENTRAL,50-59,9
2020-08-18,CATALUNYA CENTRAL,0-9,3
2020-08-18,GIRONA,30-39,10
2020-08-18,CATALUNYA CENTRAL,70-79,1
2020-08-18,CATALUNYA CENTRAL,40-49,11
2020-08-18,CATALUNYA CENTRAL,20-29,5
2020-08-18,CATALUNYA CENTRAL,30-39,6
2020-08-18,CATALUNYA CENTRAL,10-19,6
2020-08-18,GIRONA,50-59,15
2020-08-18,GIRONA,40-49,13
2020-08-18,LLEIDA,10-19,7
2020-08-18,GIRONA,80-89,1
2020-08-18,CAMP DE TARRAGONA,20-29,16
2020-08-18,LLEIDA,80-89,7
2020-08-18,LLEIDA,20-29,11
2020-08-18,LLEIDA,60-69,5
2020-08-18,LLEIDA,50-59,12
2020-08-18,LLEIDA,0-9,9
2020-08-18,GIRONA,0-9,3
2020-08-18,GIRONA,20-29,14
2020-08-18,GIRONA,60-69,8
2020-08-18,GIRONA,70-79,3
2020-08-18,GIRONA,10-19,14
2020-08-18,CAMP DE TARRAGONA,10-19,10
2020-08-18,BARCELONA CIUTAT,30-39,77
2020-08-18,CAMP DE TARRAGONA,40-49,12
2020-08-18,BARCELONA CIUTAT,80-89,5
2020-08-18,BARCELONA CIUTAT,60-69,25
2020-08-18,BARCELONA CIUTAT,70-79,12
2020-08-18,BARCELONA CIUTAT,50-59,33
2020-08-18,BARCELONA CIUTAT,10-19,21
2020-08-18,BARCELONA CIUTAT,0-9,12
2020-08-18,BARCELONA CIUTAT,40-49,55
2020-08-18,BARCELONA CIUTAT,20-29,80
2020-08-18,ALT PIRINEU I ARAN,0-9,1
2020-08-18,ALT PIRINEU I ARAN,80-89,1
2020-08-18,ALT PIRINEU I ARAN,40-49,1
2020-08-18,ALT PIRINEU I ARAN,20-29,1
2020-08-18,ALT PIRINEU I ARAN,30-39,1
2020-08-18,LLEIDA,70-79,6
2020-08-18,CAMP DE TARRAGONA,70-79,10
2020-08-18,BARCELONA CIUTAT,90+,5
2020-08-18,CAMP DE TARRAGONA,0-9,11
2020-08-18,CAMP DE TARRAGONA,80-89,6
2020-08-18,CAMP DE TARRAGONA,50-59,19
2020-08-18,CAMP DE TARRAGONA,30-39,11
2020-08-18,CAMP DE TARRAGONA,60-69,8
2020-08-18,TERRES DE L'EBRE,40-49,2
2020-08-18,METROPOLITANA SUD,40-49,49
2020-08-18,METROPOLITANA SUD,10-19,26
2020-08-18,METROPOLITANA SUD,90+,1
2020-08-18,METROPOLITANA SUD,20-29,52
2020-08-18,METROPOLITANA SUD,70-79,18
2020-08-18,METROPOLITANA SUD,60-69,20
2020-08-18,METROPOLITANA SUD,0-9,18
2020-08-18,METROPOLITANA SUD,50-59,33
2020-08-18,METROPOLITANA SUD,30-39,51
2020-08-18,METROPOLITANA SUD,80-89,8
2020-08-18,METROPOLITANA NORD,20-29,65
2020-08-18,METROPOLITANA NORD,60-69,31
2020-08-18,METROPOLITANA NORD,90+,6
2020-08-18,METROPOLITANA NORD,30-39,66
2020-08-18,METROPOLITANA NORD,80-89,6
2020-08-18,METROPOLITANA NORD,50-59,59
2020-08-18,TERRES DE L'EBRE,60-69,1
2020-08-18,TERRES DE L'EBRE,30-39,2
2020-08-18,TERRES DE L'EBRE,20-29,3
2020-08-18,TERRES DE L'EBRE,10-19,1
2020-08-18,TERRES DE L'EBRE,50-59,2
2020-08-18,TERRES DE L'EBRE,70-79,2
2020-08-18,METROPOLITANA NORD,10-19,38
2020-08-18,METROPOLITANA NORD,0-9,18
2020-08-18,METROPOLITANA NORD,70-79,27
2020-08-18,METROPOLITANA NORD,40-49,79
2020-08-18,LLEIDA,90+,3
2020-08-18,LLEIDA,30-39,18
2020-08-18,LLEIDA,40-49,28
2020-08-19,CATALUNYA CENTRAL,20-29,10
2020-08-19,CATALUNYA CENTRAL,60-69,6
2020-08-19,CATALUNYA CENTRAL,40-49,11
2020-08-19,CATALUNYA CENTRAL,50-59,9
2020-08-19,CATALUNYA CENTRAL,10-19,8
2020-08-19,CATALUNYA CENTRAL,80-89,2
2020-08-19,CATALUNYA CENTRAL,90+,1
2020-08-19,CATALUNYA CENTRAL,30-39,8
2020-08-19,CATALUNYA CENTRAL,70-79,1
2020-08-19,CAMP DE TARRAGONA,40-49,21
2020-08-19,CAMP DE TARRAGONA,20-29,18
2020-08-19,CAMP DE TARRAGONA,90+,1
2020-08-19,CAMP DE TARRAGONA,30-39,16
2020-08-19,CAMP DE TARRAGONA,0-9,10
2020-08-19,CAMP DE TARRAGONA,60-69,8
2020-08-19,CAMP DE TARRAGONA,80-89,3
2020-08-19,CAMP DE TARRAGONA,50-59,12
2020-08-19,GIRONA,0-9,8
2020-08-19,GIRONA,50-59,20
2020-08-19,GIRONA,10-19,16
2020-08-19,GIRONA,40-49,11
2020-08-19,GIRONA,80-89,4
2020-08-19,GIRONA,20-29,26
2020-08-19,GIRONA,60-69,15
2020-08-19,GIRONA,30-39,18
2020-08-19,GIRONA,70-79,4
2020-08-19,CATALUNYA CENTRAL,0-9,2
2020-08-19,CAMP DE TARRAGONA,70-79,6
2020-08-19,BARCELONA CIUTAT,30-39,71
2020-08-19,CAMP DE TARRAGONA,10-19,10
2020-08-19,BARCELONA CIUTAT,50-59,40
2020-08-19,BARCELONA CIUTAT,70-79,25
2020-08-19,BARCELONA CIUTAT,40-49,51
2020-08-19,BARCELONA CIUTAT,20-29,71
2020-08-19,BARCELONA CIUTAT,80-89,12
2020-08-19,BARCELONA CIUTAT,10-19,21
2020-08-19,BARCELONA CIUTAT,60-69,27
2020-08-19,ALT PIRINEU I ARAN,50-59,3
2020-08-19,ALT PIRINEU I ARAN,0-9,1
2020-08-19,ALT PIRINEU I ARAN,40-49,2
2020-08-19,ALT PIRINEU I ARAN,20-29,2
2020-08-19,ALT PIRINEU I ARAN,30-39,2
2020-08-19,BARCELONA CIUTAT,0-9,16
2020-08-19,BARCELONA CIUTAT,90+,5
2020-08-19,METROPOLITANA SUD,20-29,60
2020-08-19,METROPOLITANA SUD,70-79,6
2020-08-19,METROPOLITANA SUD,0-9,31
2020-08-19,METROPOLITANA SUD,30-39,56
2020-08-19,METROPOLITANA SUD,50-59,46
2020-08-19,METROPOLITANA SUD,40-49,50
2020-08-19,METROPOLITANA SUD,10-19,35
2020-08-19,METROPOLITANA SUD,90+,4
2020-08-19,METROPOLITANA NORD,20-29,89
2020-08-19,METROPOLITANA NORD,0-9,24
2020-08-19,METROPOLITANA NORD,60-69,31
2020-08-19,METROPOLITANA NORD,30-39,55
2020-08-19,METROPOLITANA SUD,60-69,18
2020-08-19,METROPOLITANA SUD,80-89,5
2020-08-19,TERRES DE L'EBRE,30-39,2
2020-08-19,TERRES DE L'EBRE,20-29,2
2020-08-19,TERRES DE L'EBRE,50-59,3
2020-08-19,TERRES DE L'EBRE,40-49,1
2020-08-19,TERRES DE L'EBRE,80-89,2
2020-08-19,TERRES DE L'EBRE,60-69,2
2020-08-19,TERRES DE L'EBRE,10-19,1
2020-08-19,METROPOLITANA NORD,10-19,29
2020-08-19,LLEIDA,50-59,9
2020-08-19,LLEIDA,80-89,2
2020-08-19,LLEIDA,90+,2
2020-08-19,LLEIDA,40-49,11
2020-08-19,LLEIDA,10-19,9
2020-08-19,LLEIDA,70-79,4
2020-08-19,LLEIDA,60-69,13
2020-08-19,LLEIDA,30-39,11
2020-08-19,LLEIDA,20-29,7
2020-08-19,LLEIDA,0-9,4
2020-08-19,METROPOLITANA NORD,40-49,65
2020-08-19,METROPOLITANA NORD,70-79,22
2020-08-19,METROPOLITANA NORD,50-59,41
2020-08-19,METROPOLITANA NORD,80-89,10
2020-08-20,CATALUNYA CENTRAL,30-39,12
2020-08-20,CATALUNYA CENTRAL,60-69,6
2020-08-20,CATALUNYA CENTRAL,70-79,7
2020-08-20,CATALUNYA CENTRAL,20-29,14
2020-08-20,CATALUNYA CENTRAL,80-89,3
2020-08-20,CATALUNYA CENTRAL,10-19,8
2020-08-20,CATALUNYA CENTRAL,40-49,3
2020-08-20,CATALUNYA CENTRAL,50-59,9
2020-08-20,CAMP DE TARRAGONA,40-49,15
2020-08-20,CAMP DE TARRAGONA,60-69,13
2020-08-20,CAMP DE TARRAGONA,20-29,25
2020-08-20,CAMP DE TARRAGONA,80-89,2
2020-08-20,CAMP DE TARRAGONA,50-59,12
2020-08-20,CAMP DE TARRAGONA,30-39,17
2020-08-20,CAMP DE TARRAGONA,70-79,5
2020-08-20,CATALUNYA CENTRAL,0-9,7
2020-08-20,GIRONA,30-39,29
2020-08-20,GIRONA,10-19,12
2020-08-20,GIRONA,80-89,5
2020-08-20,GIRONA,50-59,15
2020-08-20,GIRONA,20-29,20
2020-08-20,GIRONA,0-9,4
2020-08-20,GIRONA,40-49,13
2020-08-20,GIRONA,60-69,4
2020-08-20,BARCELONA CIUTAT,90+,3
2020-08-20,BARCELONA CIUTAT,60-69,25
2020-08-20,BARCELONA CIUTAT,30-39,66
2020-08-20,BARCELONA CIUTAT,70-79,16
2020-08-20,BARCELONA CIUTAT,80-89,8
2020-08-20,BARCELONA CIUTAT,50-59,34
2020-08-20,BARCELONA CIUTAT,40-49,41
2020-08-20,BARCELONA CIUTAT,20-29,75
2020-08-20,BARCELONA CIUTAT,10-19,27
2020-08-20,ALT PIRINEU I ARAN,20-29,2
2020-08-20,ALT PIRINEU I ARAN,30-39,3
2020-08-20,ALT PIRINEU I ARAN,50-59,2
2020-08-20,ALT PIRINEU I ARAN,60-69,2
2020-08-20,ALT PIRINEU I ARAN,70-79,1
2020-08-20,ALT PIRINEU I ARAN,10-19,1
2020-08-20,ALT PIRINEU I ARAN,40-49,3
2020-08-20,BARCELONA CIUTAT,0-9,19
2020-08-20,CAMP DE TARRAGONA,10-19,7
2020-08-20,CAMP DE TARRAGONA,0-9,6
2020-08-20,GIRONA,70-79,2
2020-08-20,TERRES DE L'EBRE,50-59,1
2020-08-20,METROPOLITANA SUD,50-59,39
2020-08-20,METROPOLITANA SUD,70-79,17
2020-08-20,METROPOLITANA SUD,80-89,2
2020-08-20,METROPOLITANA SUD,10-19,30
2020-08-20,METROPOLITANA SUD,30-39,52
2020-08-20,METROPOLITANA SUD,0-9,17
2020-08-20,METROPOLITANA SUD,20-29,52
2020-08-20,METROPOLITANA SUD,60-69,27
2020-08-20,METROPOLITANA SUD,90+,1
2020-08-20,METROPOLITANA SUD,40-49,51
2020-08-20,METROPOLITANA NORD,60-69,30
2020-08-20,METROPOLITANA NORD,20-29,82
2020-08-20,METROPOLITANA NORD,40-49,88
2020-08-20,TERRES DE L'EBRE,20-29,2
2020-08-20,TERRES DE L'EBRE,30-39,4
2020-08-20,TERRES DE L'EBRE,40-49,3
2020-08-20,TERRES DE L'EBRE,0-9,1
2020-08-20,TERRES DE L'EBRE,80-89,2
2020-08-20,TERRES DE L'EBRE,60-69,2
2020-08-20,METROPOLITANA NORD,50-59,49
2020-08-20,METROPOLITANA NORD,30-39,56
2020-08-20,METROPOLITANA NORD,0-9,23
2020-08-20,LLEIDA,70-79,5
2020-08-20,LLEIDA,30-39,11
2020-08-20,LLEIDA,80-89,2
2020-08-20,LLEIDA,90+,2
2020-08-20,LLEIDA,60-69,8
2020-08-20,LLEIDA,40-49,28
2020-08-20,LLEIDA,20-29,5
2020-08-20,LLEIDA,10-19,9
2020-08-20,LLEIDA,0-9,1
2020-08-20,LLEIDA,50-59,5
2020-08-20,METROPOLITANA NORD,70-79,15
2020-08-20,METROPOLITANA NORD,10-19,50
2020-08-20,METROPOLITANA NORD,90+,2
2020-08-20,METROPOLITANA NORD,80-89,10
2020-08-21,CATALUNYA CENTRAL,60-69,4
2020-08-21,CATALUNYA CENTRAL,90+,1
2020-08-21,CATALUNYA CENTRAL,0-9,5
2020-08-21,CATALUNYA CENTRAL,50-59,10
2020-08-21,CATALUNYA CENTRAL,30-39,6
2020-08-21,CATALUNYA CENTRAL,20-29,7
2020-08-21,CATALUNYA CENTRAL,40-49,11
2020-08-21,GIRONA,90+,2
2020-08-21,GIRONA,20-29,31
2020-08-21,CATALUNYA CENTRAL,80-89,3
2020-08-21,CAMP DE TARRAGONA,10-19,16
2020-08-21,CATALUNYA CENTRAL,10-19,9
2020-08-21,CAMP DE TARRAGONA,40-49,24
2020-08-21,CAMP DE TARRAGONA,20-29,20
2020-08-21,GIRONA,80-89,9
2020-08-21,GIRONA,40-49,18
2020-08-21,GIRONA,30-39,22
2020-08-21,CAMP DE TARRAGONA,80-89,3
2020-08-21,GIRONA,50-59,17
2020-08-21,GIRONA,70-79,5
2020-08-21,GIRONA,0-9,9
2020-08-21,GIRONA,60-69,2
2020-08-21,GIRONA,10-19,15
2020-08-21,ALT PIRINEU I ARAN,60-69,4
2020-08-21,CAMP DE TARRAGONA,0-9,7
2020-08-21,BARCELONA CIUTAT,90+,2
2020-08-21,BARCELONA CIUTAT,30-39,70
2020-08-21,BARCELONA CIUTAT,20-29,68
2020-08-21,BARCELONA CIUTAT,60-69,29
2020-08-21,BARCELONA CIUTAT,40-49,53
2020-08-21,BARCELONA CIUTAT,80-89,10
2020-08-21,BARCELONA CIUTAT,50-59,37
2020-08-21,BARCELONA CIUTAT,0-9,14
2020-08-21,ALT PIRINEU I ARAN,10-19,3
2020-08-21,ALT PIRINEU I ARAN,20-29,2
2020-08-21,ALT PIRINEU I ARAN,50-59,2
2020-08-21,ALT PIRINEU I ARAN,0-9,4
2020-08-21,ALT PIRINEU I ARAN,30-39,3
2020-08-21,ALT PIRINEU I ARAN,40-49,1
2020-08-21,LLEIDA,0-9,11
2020-08-21,CAMP DE TARRAGONA,70-79,2
2020-08-21,BARCELONA CIUTAT,70-79,16
2020-08-21,CAMP DE TARRAGONA,50-59,11
2020-08-21,CAMP DE TARRAGONA,60-69,6
2020-08-21,CAMP DE TARRAGONA,30-39,12
2020-08-21,BARCELONA CIUTAT,10-19,17
2020-08-21,LLEIDA,30-39,18
2020-08-21,LLEIDA,80-89,5
2020-08-21,METROPOLITANA SUD,20-29,46
2020-08-21,METROPOLITANA SUD,30-39,48
2020-08-21,METROPOLITANA SUD,40-49,60
2020-08-21,METROPOLITANA SUD,50-59,44
2020-08-21,METROPOLITANA SUD,0-9,29
2020-08-21,METROPOLITANA SUD,60-69,19
2020-08-21,METROPOLITANA SUD,90+,3
2020-08-21,METROPOLITANA SUD,80-89,12
2020-08-21,METROPOLITANA SUD,70-79,11
2020-08-21,METROPOLITANA NORD,0-9,32
2020-08-21,METROPOLITANA NORD,20-29,71
2020-08-21,METROPOLITANA NORD,70-79,24
2020-08-21,METROPOLITANA SUD,10-19,31
2020-08-21,LLEIDA,70-79,8
2020-08-21,TERRES DE L'EBRE,40-49,3
2020-08-21,TERRES DE L'EBRE,90+,1
2020-08-21,TERRES DE L'EBRE,70-79,1
2020-08-21,TERRES DE L'EBRE,0-9,2
2020-08-21,TERRES DE L'EBRE,20-29,5
2020-08-21,TERRES DE L'EBRE,50-59,1
2020-08-21,TERRES DE L'EBRE,60-69,2
2020-08-21,TERRES DE L'EBRE,30-39,2
2020-08-21,TERRES DE L'EBRE,10-19,2
2020-08-21,METROPOLITANA NORD,50-59,51
2020-08-21,METROPOLITANA NORD,60-69,35
2020-08-21,METROPOLITANA NORD,30-39,66
2020-08-21,METROPOLITANA NORD,40-49,69
2020-08-21,METROPOLITANA NORD,10-19,41
2020-08-21,LLEIDA,50-59,19
2020-08-21,LLEIDA,60-69,13
2020-08-21,LLEIDA,20-29,11
2020-08-21,LLEIDA,40-49,14
2020-08-21,LLEIDA,90+,8
2020-08-21,LLEIDA,10-19,12
2020-08-21,METROPOLITANA NORD,80-89,10
2020-08-22,CATALUNYA CENTRAL,30-39,4
2020-08-22,CATALUNYA CENTRAL,40-49,12
2020-08-22,CAMP DE TARRAGONA,50-59,6
2020-08-22,CAMP DE TARRAGONA,70-79,5
2020-08-22,CAMP DE TARRAGONA,40-49,12
2020-08-22,CAMP DE TARRAGONA,20-29,10
2020-08-22,CAMP DE TARRAGONA,30-39,14
2020-08-22,CAMP DE TARRAGONA,60-69,5
2020-08-22,CAMP DE TARRAGONA,10-19,4
2020-08-22,CATALUNYA CENTRAL,10-19,1
2020-08-22,GIRONA,40-49,15
2020-08-22,GIRONA,30-39,8
2020-08-22,GIRONA,10-19,7
2020-08-22,GIRONA,80-89,4
2020-08-22,GIRONA,60-69,3
2020-08-22,GIRONA,0-9,7
2020-08-22,GIRONA,50-59,9
2020-08-22,CATALUNYA CENTRAL,20-29,3
2020-08-22,CATALUNYA CENTRAL,80-89,1
2020-08-22,CATALUNYA CENTRAL,50-59,1
2020-08-22,CAMP DE TARRAGONA,90+,2
2020-08-22,BARCELONA CIUTAT,0-9,3
2020-08-22,CAMP DE TARRAGONA,0-9,5
2020-08-22,BARCELONA CIUTAT,70-79,6
2020-08-22,BARCELONA CIUTAT,10-19,6
2020-08-22,BARCELONA CIUTAT,20-29,38
2020-08-22,BARCELONA CIUTAT,30-39,20
2020-08-22,BARCELONA CIUTAT,40-49,16
2020-08-22,ALT PIRINEU I ARAN,20-29,3
2020-08-22,ALT PIRINEU I ARAN,40-49,3
2020-08-22,ALT PIRINEU I ARAN,80-89,1
2020-08-22,ALT PIRINEU I ARAN,50-59,3
2020-08-22,ALT PIRINEU I ARAN,30-39,1
2020-08-22,ALT PIRINEU I ARAN,10-19,1
2020-08-22,GIRONA,20-29,12
2020-08-22,BARCELONA CIUTAT,60-69,13
2020-08-22,BARCELONA CIUTAT,80-89,4
2020-08-22,BARCELONA CIUTAT,50-59,14
2020-08-22,BARCELONA CIUTAT,90+,2
2020-08-22,METROPOLITANA NORD,10-19,22
2020-08-22,METROPOLITANA SUD,20-29,18
2020-08-22,METROPOLITANA SUD,40-49,11
2020-08-22,METROPOLITANA SUD,80-89,5
2020-08-22,METROPOLITANA SUD,10-19,6
2020-08-22,METROPOLITANA SUD,30-39,13
2020-08-22,METROPOLITANA SUD,0-9,2
2020-08-22,METROPOLITANA SUD,70-79,1
2020-08-22,METROPOLITANA SUD,50-59,15
2020-08-22,METROPOLITANA SUD,60-69,7
2020-08-22,METROPOLITANA NORD,80-89,5
2020-08-22,METROPOLITANA NORD,50-59,29
2020-08-22,METROPOLITANA NORD,30-39,28
2020-08-22,METROPOLITANA NORD,70-79,13
2020-08-22,TERRES DE L'EBRE,30-39,7
2020-08-22,TERRES DE L'EBRE,20-29,4
2020-08-22,TERRES DE L'EBRE,50-59,3
2020-08-22,TERRES DE L'EBRE,0-9,1
2020-08-22,TERRES DE L'EBRE,80-89,1
2020-08-22,TERRES DE L'EBRE,60-69,1
2020-08-22,METROPOLITANA NORD,0-9,18
2020-08-22,TERRES DE L'EBRE,40-49,2
2020-08-22,METROPOLITANA NORD,20-29,33
2020-08-22,LLEIDA,70-79,3
2020-08-22,LLEIDA,30-39,8
2020-08-22,LLEIDA,50-59,7
2020-08-22,LLEIDA,40-49,3
2020-08-22,LLEIDA,10-19,8
2020-08-22,LLEIDA,90+,1
2020-08-22,LLEIDA,60-69,2
2020-08-22,LLEIDA,0-9,8
2020-08-22,LLEIDA,20-29,1
2020-08-22,METROPOLITANA NORD,40-49,34
2020-08-22,METROPOLITANA NORD,60-69,23
2020-08-23,CATALUNYA CENTRAL,60-69,2
2020-08-23,CATALUNYA CENTRAL,20-29,2
2020-08-23,CATALUNYA CENTRAL,50-59,6
2020-08-23,CATALUNYA CENTRAL,40-49,3
2020-08-23,CATALUNYA CENTRAL,10-19,1
2020-08-23,GIRONA,70-79,1
2020-08-23,CAMP DE TARRAGONA,80-89,1
2020-08-23,CAMP DE TARRAGONA,20-29,5
2020-08-23,CAMP DE TARRAGONA,10-19,5
2020-08-23,CAMP DE TARRAGONA,30-39,6
2020-08-23,CAMP DE TARRAGONA,70-79,6
2020-08-23,CAMP DE TARRAGONA,50-59,5
2020-08-23,GIRONA,10-19,4
2020-08-23,GIRONA,30-39,5
2020-08-23,GIRONA,80-89,1
2020-08-23,GIRONA,20-29,7
2020-08-23,GIRONA,40-49,12
2020-08-23,GIRONA,60-69,3
2020-08-23,CATALUNYA CENTRAL,0-9,2
2020-08-23,GIRONA,0-9,3
2020-08-23,GIRONA,50-59,2
2020-08-23,BARCELONA CIUTAT,20-29,21
2020-08-23,BARCELONA CIUTAT,40-49,18
2020-08-23,BARCELONA CIUTAT,70-79,5
