TipusCasData,RegioSanitariaDescripcio,EdatRang,Total
2020-12-09,METROPOLITANA NORD,60-69,58
2020-12-09,METROPOLITANA NORD,50-59,81
2020-12-09,METROPOLITANA NORD,0-9,23
2020-12-09,METROPOLITANA NORD,30-39,64
2020-12-09,METROPOLITANA NORD,70-79,31
2020-12-09,METROPOLITANA NORD,80-89,15
2020-12-09,METROPOLITANA NORD,20-29,72
2020-12-09,METROPOLITANA SUD,70-79,29
2020-12-09,METROPOLITANA SUD,10-19,43
2020-12-09,METROPOLITANA SUD,90+,3
2020-12-09,TERRES DE L'EBRE,20-29,3
2020-12-09,TERRES DE L'EBRE,30-39,2
2020-12-09,TERRES DE L'EBRE,40-49,5
2020-12-09,TERRES DE L'EBRE,80-89,2
2020-12-09,TERRES DE L'EBRE,10-19,2
2020-12-09,TERRES DE L'EBRE,60-69,1
2020-12-09,TERRES DE L'EBRE,50-59,4
2020-12-09,TERRES DE L'EBRE,70-79,5
2020-12-09,TERRES DE L'EBRE,0-9,2
2020-12-09,METROPOLITANA NORD,10-19,46
2020-12-09,LLEIDA,60-69,4
2020-12-09,LLEIDA,20-29,7
2020-12-09,LLEIDA,40-49,13
2020-12-09,LLEIDA,30-39,13
2020-12-09,LLEIDA,10-19,18
2020-12-09,LLEIDA,0-9,4
2020-12-09,LLEIDA,50-59,12
2020-12-09,LLEIDA,70-79,6
2020-12-09,LLEIDA,90+,2
2020-12-09,LLEIDA,80-89,1
2020-12-09,METROPOLITANA NORD,90+,9
2020-12-10,CATALUNYA CENTRAL,90+,3
2020-12-10,CATALUNYA CENTRAL,40-49,21
2020-12-10,CATALUNYA CENTRAL,60-69,19
2020-12-10,CATALUNYA CENTRAL,50-59,22
2020-12-10,CATALUNYA CENTRAL,70-79,14
2020-12-10,CATALUNYA CENTRAL,20-29,23
2020-12-10,CATALUNYA CENTRAL,0-9,14
2020-12-10,CATALUNYA CENTRAL,30-39,20
2020-12-10,CATALUNYA CENTRAL,10-19,27
2020-12-10,CATALUNYA CENTRAL,80-89,2
2020-12-10,CAMP DE TARRAGONA,0-9,5
2020-12-10,CAMP DE TARRAGONA,80-89,6
2020-12-10,CAMP DE TARRAGONA,30-39,18
2020-12-10,CAMP DE TARRAGONA,10-19,10
2020-12-10,CAMP DE TARRAGONA,20-29,20
2020-12-10,CAMP DE TARRAGONA,70-79,10
2020-12-10,CAMP DE TARRAGONA,40-49,20
2020-12-10,CAMP DE TARRAGONA,60-69,19
2020-12-10,CAMP DE TARRAGONA,50-59,18
2020-12-10,CAMP DE TARRAGONA,90+,1
2020-12-10,GIRONA,80-89,23
2020-12-10,GIRONA,30-39,35
2020-12-10,GIRONA,60-69,26
2020-12-10,GIRONA,20-29,60
2020-12-10,GIRONA,0-9,11
2020-12-10,GIRONA,90+,9
2020-12-10,GIRONA,70-79,7
2020-12-10,GIRONA,40-49,49
2020-12-10,GIRONA,10-19,26
2020-12-10,GIRONA,50-59,34
2020-12-10,BARCELONA CIUTAT,40-49,60
2020-12-10,BARCELONA CIUTAT,70-79,29
2020-12-10,BARCELONA CIUTAT,30-39,41
2020-12-10,BARCELONA CIUTAT,80-89,25
2020-12-10,BARCELONA CIUTAT,20-29,54
2020-12-10,BARCELONA CIUTAT,0-9,13
2020-12-10,BARCELONA CIUTAT,10-19,35
2020-12-10,BARCELONA CIUTAT,50-59,48
2020-12-10,BARCELONA CIUTAT,60-69,39
2020-12-10,BARCELONA CIUTAT,90+,13
2020-12-10,ALT PIRINEU I ARAN,50-59,5
2020-12-10,ALT PIRINEU I ARAN,60-69,5
2020-12-10,ALT PIRINEU I ARAN,20-29,5
2020-12-10,ALT PIRINEU I ARAN,40-49,8
2020-12-10,ALT PIRINEU I ARAN,70-79,2
2020-12-10,ALT PIRINEU I ARAN,0-9,2
2020-12-10,ALT PIRINEU I ARAN,10-19,11
2020-12-10,ALT PIRINEU I ARAN,30-39,3
2020-12-10,ALT PIRINEU I ARAN,80-89,1
2020-12-10,METROPOLITANA SUD,60-69,28
2020-12-10,METROPOLITANA SUD,0-9,15
2020-12-10,METROPOLITANA SUD,70-79,15
2020-12-10,METROPOLITANA SUD,30-39,41
2020-12-10,METROPOLITANA SUD,40-49,50
2020-12-10,METROPOLITANA SUD,50-59,30
2020-12-10,METROPOLITANA SUD,10-19,34
2020-12-10,METROPOLITANA SUD,90+,4
2020-12-10,METROPOLITANA SUD,20-29,32
2020-12-10,METROPOLITANA NORD,60-69,54
2020-12-10,METROPOLITANA NORD,20-29,60
2020-12-10,METROPOLITANA NORD,40-49,87
2020-12-10,METROPOLITANA NORD,90+,10
2020-12-10,METROPOLITANA NORD,10-19,62
2020-12-10,METROPOLITANA NORD,50-59,80
2020-12-10,METROPOLITANA NORD,30-39,48
2020-12-10,METROPOLITANA NORD,0-9,25
2020-12-10,METROPOLITANA NORD,70-79,42
2020-12-10,METROPOLITANA SUD,80-89,18
2020-12-10,TERRES DE L'EBRE,20-29,2
2020-12-10,TERRES DE L'EBRE,80-89,2
2020-12-10,TERRES DE L'EBRE,50-59,1
2020-12-10,TERRES DE L'EBRE,30-39,3
2020-12-10,TERRES DE L'EBRE,70-79,1
2020-12-10,TERRES DE L'EBRE,40-49,4
2020-12-10,TERRES DE L'EBRE,60-69,1
2020-12-10,METROPOLITANA NORD,80-89,31
2020-12-10,LLEIDA,40-49,13
2020-12-10,LLEIDA,20-29,12
2020-12-10,LLEIDA,90+,11
2020-12-10,LLEIDA,60-69,9
2020-12-10,LLEIDA,10-19,11
2020-12-10,LLEIDA,50-59,15
2020-12-10,LLEIDA,80-89,15
2020-12-10,LLEIDA,0-9,8
2020-12-10,LLEIDA,70-79,15
2020-12-10,LLEIDA,30-39,14
2020-12-11,CATALUNYA CENTRAL,40-49,34
2020-12-11,CATALUNYA CENTRAL,20-29,23
2020-12-11,CATALUNYA CENTRAL,10-19,38
2020-12-11,CATALUNYA CENTRAL,50-59,28
2020-12-11,CATALUNYA CENTRAL,0-9,9
2020-12-11,CAMP DE TARRAGONA,40-49,23
2020-12-11,CATALUNYA CENTRAL,60-69,18
2020-12-11,CAMP DE TARRAGONA,90+,2
2020-12-11,CATALUNYA CENTRAL,30-39,15
2020-12-11,CATALUNYA CENTRAL,90+,9
2020-12-11,CATALUNYA CENTRAL,80-89,7
2020-12-11,CAMP DE TARRAGONA,70-79,4
2020-12-11,CAMP DE TARRAGONA,10-19,15
2020-12-11,CAMP DE TARRAGONA,60-69,15
2020-12-11,CAMP DE TARRAGONA,20-29,20
2020-12-11,CAMP DE TARRAGONA,80-89,4
2020-12-11,CAMP DE TARRAGONA,0-9,3
2020-12-11,CAMP DE TARRAGONA,50-59,14
2020-12-11,CAMP DE TARRAGONA,30-39,20
2020-12-11,GIRONA,10-19,42
2020-12-11,CATALUNYA CENTRAL,70-79,17
2020-12-11,GIRONA,0-9,13
2020-12-11,GIRONA,40-49,51
2020-12-11,GIRONA,60-69,28
2020-12-11,GIRONA,80-89,16
2020-12-11,GIRONA,20-29,34
2020-12-11,GIRONA,30-39,37
2020-12-11,GIRONA,70-79,24
2020-12-11,GIRONA,50-59,29
2020-12-11,GIRONA,90+,3
2020-12-11,ALT PIRINEU I ARAN,10-19,3
2020-12-11,ALT PIRINEU I ARAN,60-69,7
2020-12-11,ALT PIRINEU I ARAN,80-89,4
2020-12-11,BARCELONA CIUTAT,70-79,37
2020-12-11,BARCELONA CIUTAT,40-49,77
2020-12-11,BARCELONA CIUTAT,80-89,15
2020-12-11,BARCELONA CIUTAT,20-29,56
2020-12-11,BARCELONA CIUTAT,10-19,48
2020-12-11,ALT PIRINEU I ARAN,20-29,8
2020-12-11,BARCELONA CIUTAT,50-59,54
2020-12-11,BARCELONA CIUTAT,30-39,65
2020-12-11,BARCELONA CIUTAT,0-9,17
2020-12-11,ALT PIRINEU I ARAN,70-79,2
2020-12-11,ALT PIRINEU I ARAN,0-9,2
2020-12-11,ALT PIRINEU I ARAN,50-59,6
2020-12-11,ALT PIRINEU I ARAN,30-39,11
2020-12-11,ALT PIRINEU I ARAN,40-49,8
2020-12-11,ALT PIRINEU I ARAN,90+,1
2020-12-11,BARCELONA CIUTAT,60-69,36
2020-12-11,BARCELONA CIUTAT,90+,8
2020-12-11,METROPOLITANA SUD,30-39,40
2020-12-11,METROPOLITANA SUD,70-79,23
2020-12-11,METROPOLITANA SUD,50-59,40
2020-12-11,METROPOLITANA SUD,40-49,50
2020-12-11,METROPOLITANA SUD,0-9,23
2020-12-11,METROPOLITANA SUD,80-89,13
2020-12-11,METROPOLITANA SUD,60-69,23
2020-12-11,METROPOLITANA SUD,10-19,37
2020-12-11,METROPOLITANA SUD,20-29,37
2020-12-11,METROPOLITANA NORD,20-29,65
2020-12-11,METROPOLITANA NORD,80-89,28
2020-12-11,METROPOLITANA NORD,30-39,61
2020-12-11,METROPOLITANA NORD,50-59,75
2020-12-11,METROPOLITANA NORD,0-9,30
2020-12-11,METROPOLITANA NORD,70-79,31
2020-12-11,METROPOLITANA NORD,90+,11
2020-12-11,METROPOLITANA NORD,40-49,67
2020-12-11,METROPOLITANA SUD,90+,5
2020-12-11,METROPOLITANA NORD,60-69,61
2020-12-11,TERRES DE L'EBRE,90+,1
2020-12-11,TERRES DE L'EBRE,70-79,1
2020-12-11,TERRES DE L'EBRE,80-89,3
2020-12-11,TERRES DE L'EBRE,40-49,2
2020-12-11,TERRES DE L'EBRE,20-29,4
2020-12-11,TERRES DE L'EBRE,50-59,3
2020-12-11,TERRES DE L'EBRE,30-39,3
2020-12-11,TERRES DE L'EBRE,60-69,5
2020-12-11,TERRES DE L'EBRE,0-9,1
2020-12-11,TERRES DE L'EBRE,10-19,3
2020-12-11,METROPOLITANA NORD,10-19,42
2020-12-11,LLEIDA,50-59,16
2020-12-11,LLEIDA,20-29,9
2020-12-11,LLEIDA,80-89,15
2020-12-11,LLEIDA,0-9,5
2020-12-11,LLEIDA,70-79,7
2020-12-11,LLEIDA,10-19,8
2020-12-11,LLEIDA,30-39,5
2020-12-11,LLEIDA,40-49,12
2020-12-11,LLEIDA,60-69,7
2020-12-11,LLEIDA,90+,3
2020-12-12,CAMP DE TARRAGONA,30-39,9
2020-12-12,CATALUNYA CENTRAL,30-39,10
2020-12-12,CAMP DE TARRAGONA,60-69,13
2020-12-12,CATALUNYA CENTRAL,70-79,3
2020-12-12,CATALUNYA CENTRAL,0-9,3
2020-12-12,CATALUNYA CENTRAL,20-29,11
2020-12-12,CATALUNYA CENTRAL,40-49,14
2020-12-12,CAMP DE TARRAGONA,0-9,3
2020-12-12,CAMP DE TARRAGONA,40-49,19
2020-12-12,CAMP DE TARRAGONA,20-29,7
2020-12-12,CAMP DE TARRAGONA,10-19,11
2020-12-12,CAMP DE TARRAGONA,70-79,11
2020-12-12,CAMP DE TARRAGONA,50-59,14
2020-12-12,CATALUNYA CENTRAL,90+,4
2020-12-12,GIRONA,80-89,7
2020-12-12,CATALUNYA CENTRAL,10-19,7
2020-12-12,GIRONA,30-39,25
2020-12-12,GIRONA,40-49,25
2020-12-12,GIRONA,50-59,15
2020-12-12,GIRONA,10-19,9
2020-12-12,GIRONA,60-69,8
2020-12-12,GIRONA,20-29,20
2020-12-12,GIRONA,90+,5
2020-12-12,CATALUNYA CENTRAL,60-69,8
2020-12-12,CATALUNYA CENTRAL,80-89,1
2020-12-12,CATALUNYA CENTRAL,50-59,8
2020-12-12,GIRONA,0-9,9
2020-12-12,BARCELONA CIUTAT,10-19,8
2020-12-12,BARCELONA CIUTAT,90+,4
2020-12-12,BARCELONA CIUTAT,70-79,9
2020-12-12,BARCELONA CIUTAT,0-9,4
2020-12-12,BARCELONA CIUTAT,20-29,31
2020-12-12,BARCELONA CIUTAT,40-49,18
2020-12-12,BARCELONA CIUTAT,60-69,11
2020-12-12,BARCELONA CIUTAT,30-39,25
2020-12-12,BARCELONA CIUTAT,80-89,9
2020-12-12,GIRONA,70-79,4
2020-12-12,ALT PIRINEU I ARAN,60-69,1
2020-12-12,ALT PIRINEU I ARAN,10-19,19
2020-12-12,ALT PIRINEU I ARAN,40-49,6
2020-12-12,ALT PIRINEU I ARAN,50-59,3
2020-12-12,ALT PIRINEU I ARAN,80-89,1
2020-12-12,ALT PIRINEU I ARAN,20-29,2
2020-12-12,ALT PIRINEU I ARAN,90+,2
2020-12-12,BARCELONA CIUTAT,50-59,22
2020-12-12,CAMP DE TARRAGONA,80-89,3
2020-12-12,METROPOLITANA SUD,30-39,14
2020-12-12,METROPOLITANA SUD,60-69,15
2020-12-12,METROPOLITANA NORD,80-89,15
2020-12-12,METROPOLITANA SUD,80-89,4
2020-12-12,METROPOLITANA SUD,10-19,5
2020-12-12,METROPOLITANA SUD,20-29,12
2020-12-12,METROPOLITANA SUD,70-79,8
2020-12-12,METROPOLITANA SUD,50-59,19
2020-12-12,METROPOLITANA SUD,40-49,27
2020-12-12,METROPOLITANA NORD,50-59,41
2020-12-12,METROPOLITANA NORD,70-79,26
2020-12-12,METROPOLITANA NORD,60-69,33
2020-12-12,METROPOLITANA NORD,20-29,30
2020-12-12,METROPOLITANA NORD,40-49,50
2020-12-12,METROPOLITANA NORD,10-19,32
2020-12-12,METROPOLITANA NORD,30-39,32
2020-12-12,TERRES DE L'EBRE,50-59,2
2020-12-12,TERRES DE L'EBRE,30-39,2
2020-12-12,METROPOLITANA SUD,0-9,2
2020-12-12,TERRES DE L'EBRE,70-79,1
2020-12-12,TERRES DE L'EBRE,40-49,1
2020-12-12,TERRES DE L'EBRE,0-9,1
2020-12-12,TERRES DE L'EBRE,60-69,2
2020-12-12,TERRES DE L'EBRE,90+,1
2020-12-12,METROPOLITANA NORD,0-9,8
2020-12-12,LLEIDA,10-19,5
2020-12-12,LLEIDA,80-89,5
2020-12-12,LLEIDA,30-39,10
2020-12-12,LLEIDA,60-69,6
2020-12-12,LLEIDA,50-59,8
2020-12-12,LLEIDA,0-9,1
2020-12-12,LLEIDA,90+,6
2020-12-12,LLEIDA,70-79,5
2020-12-12,LLEIDA,20-29,2
2020-12-12,LLEIDA,40-49,6
2020-12-12,METROPOLITANA NORD,90+,4
2020-12-13,CATALUNYA CENTRAL,60-69,6
2020-12-13,CATALUNYA CENTRAL,40-49,12
2020-12-13,CATALUNYA CENTRAL,90+,1
2020-12-13,CATALUNYA CENTRAL,20-29,10
2020-12-13,CATALUNYA CENTRAL,80-89,4
2020-12-13,CATALUNYA CENTRAL,0-9,3
2020-12-13,CAMP DE TARRAGONA,40-49,9
2020-12-13,CAMP DE TARRAGONA,80-89,3
2020-12-13,CAMP DE TARRAGONA,10-19,6
2020-12-13,CAMP DE TARRAGONA,30-39,8
2020-12-13,CAMP DE TARRAGONA,50-59,6
2020-12-13,CAMP DE TARRAGONA,70-79,5
2020-12-13,CAMP DE TARRAGONA,20-29,6
2020-12-13,CAMP DE TARRAGONA,0-9,2
2020-12-13,CATALUNYA CENTRAL,10-19,7
2020-12-13,CATALUNYA CENTRAL,70-79,6
2020-12-13,CATALUNYA CENTRAL,30-39,11
2020-12-13,GIRONA,30-39,30
2020-12-13,CAMP DE TARRAGONA,60-69,8
2020-12-13,GIRONA,70-79,11
2020-12-13,GIRONA,50-59,12
2020-12-13,GIRONA,90+,6
2020-12-13,GIRONA,20-29,13
2020-12-13,GIRONA,40-49,22
2020-12-13,GIRONA,10-19,14
2020-12-13,GIRONA,80-89,16
2020-12-13,CATALUNYA CENTRAL,50-59,5
2020-12-13,BARCELONA CIUTAT,50-59,13
2020-12-13,BARCELONA CIUTAT,20-29,18
2020-12-13,BARCELONA CIUTAT,70-79,13
2020-12-13,BARCELONA CIUTAT,80-89,12
2020-12-13,BARCELONA CIUTAT,60-69,6
2020-12-13,BARCELONA CIUTAT,30-39,19
2020-12-13,BARCELONA CIUTAT,40-49,10
2020-12-13,BARCELONA CIUTAT,10-19,7
2020-12-13,ALT PIRINEU I ARAN,10-19,1
2020-12-13,ALT PIRINEU I ARAN,80-89,1
2020-12-13,ALT PIRINEU I ARAN,40-49,4
2020-12-13,ALT PIRINEU I ARAN,20-29,1
2020-12-13,ALT PIRINEU I ARAN,30-39,1
2020-12-13,ALT PIRINEU I ARAN,50-59,1
2020-12-13,BARCELONA CIUTAT,0-9,1
2020-12-13,CAMP DE TARRAGONA,90+,1
2020-12-13,BARCELONA CIUTAT,90+,3
2020-12-13,GIRONA,0-9,2
2020-12-13,METROPOLITANA SUD,70-79,6
2020-12-13,METROPOLITANA SUD,10-19,5
2020-12-13,METROPOLITANA SUD,90+,2
2020-12-13,METROPOLITANA SUD,40-49,19
2020-12-13,METROPOLITANA SUD,30-39,22
2020-12-13,METROPOLITANA SUD,80-89,6
2020-12-13,METROPOLITANA SUD,50-59,17
2020-12-13,METROPOLITANA NORD,20-29,23
2020-12-13,METROPOLITANA NORD,40-49,27
2020-12-13,METROPOLITANA NORD,70-79,13
2020-12-13,METROPOLITANA NORD,80-89,14
2020-12-13,METROPOLITANA NORD,30-39,23
2020-12-13,METROPOLITANA NORD,10-19,16
2020-12-13,METROPOLITANA NORD,50-59,41
2020-12-13,METROPOLITANA NORD,60-69,20
2020-12-13,METROPOLITANA SUD,60-69,8
2020-12-13,TERRES DE L'EBRE,60-69,1
2020-12-13,TERRES DE L'EBRE,40-49,3
2020-12-13,METROPOLITANA SUD,20-29,14
2020-12-13,METROPOLITANA SUD,0-9,1
2020-12-13,METROPOLITANA NORD,0-9,5
2020-12-13,LLEIDA,70-79,3
2020-12-13,LLEIDA,30-39,7
2020-12-13,LLEIDA,60-69,8
2020-12-13,LLEIDA,40-49,13
2020-12-13,LLEIDA,20-29,2
2020-12-13,LLEIDA,0-9,1
2020-12-13,GIRONA,60-69,12
2020-12-13,LLEIDA,80-89,2
2020-12-13,LLEIDA,50-59,8
2020-12-13,METROPOLITANA NORD,90+,2
2020-12-13,LLEIDA,10-19,3
2020-12-14,CATALUNYA CENTRAL,80-89,5
2020-12-14,CATALUNYA CENTRAL,10-19,26
2020-12-14,CATALUNYA CENTRAL,0-9,12
2020-12-14,CATALUNYA CENTRAL,70-79,13
2020-12-14,CATALUNYA CENTRAL,30-39,22
2020-12-14,CATALUNYA CENTRAL,60-69,26
2020-12-14,CATALUNYA CENTRAL,40-49,36
2020-12-14,CATALUNYA CENTRAL,50-59,39
2020-12-14,CATALUNYA CENTRAL,20-29,25
2020-12-14,CAMP DE TARRAGONA,0-9,4
2020-12-14,CAMP DE TARRAGONA,60-69,7
2020-12-14,CAMP DE TARRAGONA,70-79,12
2020-12-14,CAMP DE TARRAGONA,90+,3
2020-12-14,CAMP DE TARRAGONA,10-19,8
2020-12-14,CAMP DE TARRAGONA,40-49,18
2020-12-14,CAMP DE TARRAGONA,80-89,8
2020-12-14,CAMP DE TARRAGONA,50-59,18
2020-12-14,CAMP DE TARRAGONA,20-29,21
2020-12-14,CAMP DE TARRAGONA,30-39,18
2020-12-14,GIRONA,90+,13
2020-12-14,GIRONA,70-79,25
2020-12-14,GIRONA,40-49,90
2020-12-14,GIRONA,10-19,56
2020-12-14,GIRONA,50-59,48
2020-12-14,GIRONA,80-89,16
2020-12-14,GIRONA,60-69,47
2020-12-14,GIRONA,20-29,33
2020-12-14,GIRONA,0-9,27
2020-12-14,CATALUNYA CENTRAL,90+,1
2020-12-14,BARCELONA CIUTAT,20-29,76
2020-12-14,ALT PIRINEU I ARAN,70-79,4
2020-12-14,ALT PIRINEU I ARAN,20-29,7
2020-12-14,ALT PIRINEU I ARAN,80-89,4
2020-12-14,BARCELONA CIUTAT,30-39,73
2020-12-14,BARCELONA CIUTAT,80-89,24
2020-12-14,BARCELONA CIUTAT,10-19,54
2020-12-14,BARCELONA CIUTAT,50-59,73
2020-12-14,BARCELONA CIUTAT,40-49,96
2020-12-14,BARCELONA CIUTAT,70-79,48
2020-12-14,BARCELONA CIUTAT,60-69,55
2020-12-14,ALT PIRINEU I ARAN,10-19,6
2020-12-14,ALT PIRINEU I ARAN,40-49,13
2020-12-14,GIRONA,30-39,58
2020-12-14,ALT PIRINEU I ARAN,30-39,5
2020-12-14,ALT PIRINEU I ARAN,50-59,5
2020-12-14,ALT PIRINEU I ARAN,60-69,7
2020-12-14,ALT PIRINEU I ARAN,90+,1
2020-12-14,BARCELONA CIUTAT,0-9,23
2020-12-14,BARCELONA CIUTAT,90+,7
2020-12-14,METROPOLITANA NORD,0-9,27
2020-12-14,METROPOLITANA SUD,20-29,39
2020-12-14,METROPOLITANA SUD,40-49,87
2020-12-14,METROPOLITANA SUD,70-79,39
2020-12-14,METROPOLITANA SUD,50-59,76
2020-12-14,METROPOLITANA SUD,90+,4
2020-12-14,METROPOLITANA SUD,0-9,28
2020-12-14,METROPOLITANA SUD,10-19,41
2020-12-14,METROPOLITANA SUD,60-69,43
2020-12-14,METROPOLITANA SUD,80-89,22
2020-12-14,METROPOLITANA NORD,70-79,45
2020-12-14,METROPOLITANA NORD,90+,13
2020-12-14,METROPOLITANA NORD,50-59,95
2020-12-14,METROPOLITANA NORD,30-39,89
2020-12-14,METROPOLITANA NORD,40-49,109
2020-12-14,METROPOLITANA NORD,10-19,77
2020-12-14,METROPOLITANA NORD,80-89,31
2020-12-14,METROPOLITANA NORD,60-69,83
2020-12-14,METROPOLITANA NORD,20-29,77
2020-12-14,METROPOLITANA SUD,30-39,49
2020-12-14,TERRES DE L'EBRE,10-19,8
2020-12-14,TERRES DE L'EBRE,50-59,6
2020-12-14,TERRES DE L'EBRE,70-79,7
2020-12-14,TERRES DE L'EBRE,80-89,5
2020-12-14,TERRES DE L'EBRE,0-9,3
2020-12-14,TERRES DE L'EBRE,90+,4
2020-12-14,TERRES DE L'EBRE,30-39,3
2020-12-14,TERRES DE L'EBRE,20-29,5
2020-12-14,TERRES DE L'EBRE,40-49,7
2020-12-14,TERRES DE L'EBRE,60-69,4
2020-12-14,LLEIDA,0-9,7
2020-12-14,LLEIDA,10-19,22
2020-12-14,LLEIDA,20-29,20
2020-12-14,LLEIDA,70-79,7
2020-12-14,LLEIDA,30-39,13
2020-12-14,LLEIDA,60-69,14
2020-12-14,LLEIDA,50-59,27
2020-12-14,LLEIDA,40-49,18
2020-12-14,LLEIDA,80-89,3
2020-12-15,CATALUNYA CENTRAL,70-79,11
2020-12-15,CATALUNYA CENTRAL,10-19,18
2020-12-15,CATALUNYA CENTRAL,60-69,23
2020-12-15,CAMP DE TARRAGONA,80-89,12
2020-12-15,CAMP DE TARRAGONA,70-79,10
2020-12-15,CAMP DE TARRAGONA,30-39,15
2020-12-15,CAMP DE TARRAGONA,40-49,17
2020-12-15,CATALUNYA CENTRAL,30-39,25
2020-12-15,CATALUNYA CENTRAL,20-29,18
2020-12-15,CATALUNYA CENTRAL,40-49,41
2020-12-15,CATALUNYA CENTRAL,80-89,7
2020-12-15,CATALUNYA CENTRAL,90+,7
2020-12-15,CAMP DE TARRAGONA,60-69,18
2020-12-15,CAMP DE TARRAGONA,90+,6
2020-12-15,CAMP DE TARRAGONA,0-9,5
2020-12-15,CAMP DE TARRAGONA,20-29,21
2020-12-15,CAMP DE TARRAGONA,10-19,9
2020-12-15,CAMP DE TARRAGONA,50-59,19
2020-12-15,GIRONA,20-29,43
2020-12-15,CATALUNYA CENTRAL,0-9,7
2020-12-15,CATALUNYA CENTRAL,50-59,29
2020-12-15,GIRONA,0-9,20
2020-12-15,GIRONA,30-39,54
2020-12-15,GIRONA,50-59,46
2020-12-15,GIRONA,80-89,30
2020-12-15,GIRONA,90+,21
2020-12-15,GIRONA,70-79,25
2020-12-15,ALT PIRINEU I ARAN,40-49,7
2020-12-15,BARCELONA CIUTAT,60-69,49
2020-12-15,BARCELONA CIUTAT,10-19,42
2020-12-15,BARCELONA CIUTAT,40-49,86
2020-12-15,BARCELONA CIUTAT,80-89,29
2020-12-15,BARCELONA CIUTAT,20-29,79
2020-12-15,BARCELONA CIUTAT,90+,21
2020-12-15,BARCELONA CIUTAT,70-79,27
2020-12-15,BARCELONA CIUTAT,50-59,52
2020-12-15,BARCELONA CIUTAT,30-39,76
2020-12-15,ALT PIRINEU I ARAN,0-9,4
2020-12-15,ALT PIRINEU I ARAN,30-39,7
2020-12-15,ALT PIRINEU I ARAN,20-29,4
2020-12-15,GIRONA,60-69,51
2020-12-15,ALT PIRINEU I ARAN,50-59,6
2020-12-15,ALT PIRINEU I ARAN,10-19,8
2020-12-15,ALT PIRINEU I ARAN,60-69,2
2020-12-15,ALT PIRINEU I ARAN,70-79,2
2020-12-15,ALT PIRINEU I ARAN,80-89,1
2020-12-15,BARCELONA CIUTAT,0-9,33
2020-12-15,GIRONA,10-19,56
2020-12-15,GIRONA,40-49,51
2020-12-15,METROPOLITANA SUD,90+,5
2020-12-15,METROPOLITANA SUD,80-89,24
2020-12-15,METROPOLITANA SUD,40-49,62
2020-12-15,METROPOLITANA SUD,50-59,56
2020-12-15,METROPOLITANA SUD,10-19,50
2020-12-15,METROPOLITANA SUD,20-29,34
2020-12-15,METROPOLITANA SUD,0-9,27
2020-12-15,METROPOLITANA SUD,30-39,46
2020-12-15,METROPOLITANA SUD,70-79,32
2020-12-15,METROPOLITANA NORD,10-19,86
2020-12-15,METROPOLITANA NORD,0-9,30
2020-12-15,METROPOLITANA NORD,20-29,78
2020-12-15,METROPOLITANA NORD,30-39,65
2020-12-15,METROPOLITANA NORD,90+,37
2020-12-15,METROPOLITANA NORD,40-49,90
2020-12-15,METROPOLITANA NORD,60-69,63
2020-12-15,METROPOLITANA SUD,60-69,36
2020-12-15,TERRES DE L'EBRE,50-59,9
2020-12-15,TERRES DE L'EBRE,70-79,4
2020-12-15,TERRES DE L'EBRE,80-89,2
2020-12-15,TERRES DE L'EBRE,40-49,4
2020-12-15,TERRES DE L'EBRE,30-39,4
2020-12-15,TERRES DE L'EBRE,60-69,1
2020-12-15,TERRES DE L'EBRE,20-29,3
2020-12-15,TERRES DE L'EBRE,90+,1
2020-12-15,TERRES DE L'EBRE,10-19,1
2020-12-15,METROPOLITANA NORD,70-79,50
2020-12-15,LLEIDA,60-69,8
2020-12-15,LLEIDA,50-59,19
2020-12-15,LLEIDA,20-29,12
2020-12-15,LLEIDA,30-39,14
2020-12-15,LLEIDA,70-79,8
2020-12-15,LLEIDA,90+,1
2020-12-15,LLEIDA,0-9,4
2020-12-15,LLEIDA,10-19,18
2020-12-15,LLEIDA,40-49,16
2020-12-15,LLEIDA,80-89,3
2020-12-15,METROPOLITANA NORD,80-89,37
2020-12-15,METROPOLITANA NORD,50-59,94
2020-12-16,CATALUNYA CENTRAL,60-69,22
2020-12-16,CAMP DE TARRAGONA,80-89,15
2020-12-16,CAMP DE TARRAGONA,30-39,16
2020-12-16,CATALUNYA CENTRAL,30-39,29
2020-12-16,CATALUNYA CENTRAL,20-29,12
2020-12-16,CATALUNYA CENTRAL,0-9,8
2020-12-16,CATALUNYA CENTRAL,50-59,19
2020-12-16,CATALUNYA CENTRAL,40-49,38
2020-12-16,CATALUNYA CENTRAL,70-79,10
2020-12-16,CATALUNYA CENTRAL,80-89,11
2020-12-16,CATALUNYA CENTRAL,10-19,21
2020-12-16,CAMP DE TARRAGONA,10-19,22
2020-12-16,CAMP DE TARRAGONA,20-29,18
2020-12-16,CAMP DE TARRAGONA,70-79,22
2020-12-16,CAMP DE TARRAGONA,0-9,6
2020-12-16,CAMP DE TARRAGONA,90+,7
2020-12-16,CAMP DE TARRAGONA,40-49,26
2020-12-16,CAMP DE TARRAGONA,50-59,22
2020-12-16,CAMP DE TARRAGONA,60-69,19
2020-12-16,CATALUNYA CENTRAL,90+,3
2020-12-16,GIRONA,10-19,37
2020-12-16,GIRONA,0-9,36
2020-12-16,GIRONA,80-89,39
2020-12-16,GIRONA,30-39,62
2020-12-16,GIRONA,40-49,76
2020-12-16,GIRONA,70-79,31
